Resetting envs
Envs resetted
Total steps: 35829600
Total steps: 35832000
Total steps: 35834400
Total steps: 35836800
Total steps: 35839200
Total steps: 35841600
Total steps: 35844000
Total steps: 35846400
Total steps: 35848800
Total steps: 35851200
Total steps: 35853600
Total steps: 35856000
Total steps: 35858400
Total steps: 35860800
Total steps: 35863200
Total steps: 35865600
Total steps: 35868000
Total steps: 35870400
Total steps: 35872800
Total steps: 35875200
Total steps: 35877600
Total steps: 35880000
Total steps: 35882400
Total steps: 35884800
Total steps: 35887200
Total steps: 35889600
Total steps: 35892000
Total steps: 35894400
Total steps: 35896800
Total steps: 35899200
Total steps: 35901600
Total steps: 35904000
Total steps: 35906400
Total steps: 35908800
Total steps: 35911200
Total steps: 35913600
Total steps: 35916000
Total steps: 35918400
Total steps: 35920800
Total steps: 35923200
Total steps: 35925600
Total steps: 35928000
Total steps: 35930400
Total steps: 35932800
Total steps: 35935200
Total steps: 35937600
Total steps: 35940000
Total steps: 35942400
Total steps: 35944800
Total steps: 35947200
Total steps: 35949600
Total steps: 35952000
Total steps: 35954400
Total steps: 35956800
Total steps: 35959200
Total steps: 35961600
Total steps: 35964000
Total steps: 35966400
Total steps: 35968800
Total steps: 35971200
Total steps: 35973600
Total steps: 35976000
Total steps: 35978400
Total steps: 35980800
Total steps: 35983200
Total steps: 35985600
Total steps: 35988000
Total steps: 35990400
Total steps: 35992800
Total steps: 35995200
Total steps: 35997600
Total steps: 36000000
Total steps: 36002400
Total steps: 36004800
Total steps: 36007200
Total steps: 36009600
Total steps: 36012000
Total steps: 36014400
Total steps: 36016800
Total steps: 36019200
Total steps: 36021600
Total steps: 36024000
Total steps: 36026400
Total steps: 36028800
Total steps: 36031200
Total steps: 36033600
Total steps: 36036000
Total steps: 36038400
Total steps: 36040800
Total steps: 36043200
Total steps: 36045600
Total steps: 36048000
Total steps: 36050400
Total steps: 36052800
Total steps: 36055200
Total steps: 36057600
Total steps: 36060000
Total steps: 36062400
Total steps: 36064800
Total steps: 36067200
Total steps: 36069600
Total steps: 36072000
Total steps: 36074400
Total steps: 36076800
Total steps: 36079200
Total steps: 36081600
Total steps: 36084000
Total steps: 36086400
Total steps: 36088800
Total steps: 36091200
Total steps: 36093600
Total steps: 36096000
Total steps: 36098400
Total steps: 36100800
Total steps: 36103200
Total steps: 36105600
Total steps: 36108000
Total steps: 36110400
Total steps: 36112800
Total steps: 36115200
Total steps: 36117600
Total steps: 36120000
Total steps: 36122400
Total steps: 36124800
Total steps: 36127200
Total steps: 36129600
Total steps: 36132000
Total steps: 36134400
Total steps: 36136800
Total steps: 36139200
Total steps: 36141600
Total steps: 36144000
Total steps: 36146400
Total steps: 36148800
Total steps: 36151200
Total steps: 36153600
Total steps: 36156000
Total steps: 36158400
Total steps: 36160800
Total steps: 36163200
Total steps: 36165600
Total steps: 36168000
Total steps: 36170400
Total steps: 36172800
Total steps: 36175200
Total steps: 36177600
Total steps: 36180000
Total steps: 36182400
Total steps: 36184800
Total steps: 36187200
Total steps: 36189600
Total steps: 36192000
Total steps: 36194400
Total steps: 36196800
Total steps: 36199200
Total steps: 36201600
Total steps: 36204000
Total steps: 36206400
Total steps: 36208800
Total steps: 36211200
Total steps: 36213600
Total steps: 36216000
Total steps: 36218400
Total steps: 36220800
Total steps: 36223200
Total steps: 36225600
Total steps: 36228000
Total steps: 36230400
Total steps: 36232800
Total steps: 36235200
Total steps: 36237600
Total steps: 36240000
Total steps: 36242400
Total steps: 36244800
Total steps: 36247200
Total steps: 36249600
Total steps: 36252000
Total steps: 36254400
Total steps: 36256800
Total steps: 36259200
Total steps: 36261600
Total steps: 36264000
Total steps: 36266400
Total steps: 36268800
Total steps: 36271200
Total steps: 36273600
Total steps: 36276000
Total steps: 36278400
Total steps: 36280800
Total steps: 36283200
Total steps: 36285600
Total steps: 36288000
Total steps: 36290400
Total steps: 36292800
Total steps: 36295200
Total steps: 36297600
Total steps: 36300000
Total steps: 36302400
Total steps: 36304800
Total steps: 36307200
Total steps: 36309600
Total steps: 36312000
Total steps: 36314400
Total steps: 36316800
Total steps: 36319200
Total steps: 36321600
Total steps: 36324000
Total steps: 36326400
Total steps: 36328800
Total steps: 36331200
Total steps: 36333600
Total steps: 36336000
Total steps: 36338400
Total steps: 36340800
Total steps: 36343200
Total steps: 36345600
Total steps: 36348000
Total steps: 36350400
Total steps: 36352800
Total steps: 36355200
Total steps: 36357600
Total steps: 36360000
Total steps: 36362400
Total steps: 36364800
Total steps: 36367200
Total steps: 36369600
Total steps: 36372000
Total steps: 36374400
Total steps: 36376800
Total steps: 36379200
Total steps: 36381600
Total steps: 36384000
Total steps: 36386400
Total steps: 36388800
Total steps: 36391200
Total steps: 36393600
Total steps: 36396000
Total steps: 36398400
Total steps: 36400800
Total steps: 36403200
Total steps: 36405600
Total steps: 36408000
Total steps: 36410400
Total steps: 36412800
Total steps: 36415200
Total steps: 36417600
Total steps: 36420000
Total steps: 36422400
Total steps: 36424800
Total steps: 36427200
Total steps: 36429600
Total steps: 36432000
Total steps: 36434400
Total steps: 36436800
Total steps: 36439200
Total steps: 36441600
Total steps: 36444000
Total steps: 36446400
Total steps: 36448800
Total steps: 36451200
Total steps: 36453600
Total steps: 36456000
Total steps: 36458400
Total steps: 36460800
Total steps: 36463200
Total steps: 36465600
Total steps: 36468000
Total steps: 36470400
Total steps: 36472800
Total steps: 36475200
Total steps: 36477600
Total steps: 36480000
Total steps: 36482400
Total steps: 36484800
Total steps: 36487200
Total steps: 36489600
Total steps: 36492000
Total steps: 36494400
Total steps: 36496800
Total steps: 36499200
Total steps: 36501600
Total steps: 36504000
Total steps: 36506400
Total steps: 36508800
Total steps: 36511200
Total steps: 36513600
Total steps: 36516000
Total steps: 36518400
Total steps: 36520800
Total steps: 36523200
Total steps: 36525600
Total steps: 36528000
Total steps: 36530400
Total steps: 36532800
Total steps: 36535200
Total steps: 36537600
Total steps: 36540000
Total steps: 36542400
Total steps: 36544800
Total steps: 36547200
Total steps: 36549600
Total steps: 36552000
Total steps: 36554400
Total steps: 36556800
Total steps: 36559200
Total steps: 36561600
Total steps: 36564000
Total steps: 36566400
Total steps: 36568800
Total steps: 36571200
Total steps: 36573600
Total steps: 36576000
Total steps: 36578400
Total steps: 36580800
Total steps: 36583200
Total steps: 36585600
Total steps: 36588000
Total steps: 36590400
Total steps: 36592800
Total steps: 36595200
Total steps: 36597600
Total steps: 36600000
Total steps: 36602400
Total steps: 36604800
Total steps: 36607200
Total steps: 36609600
Total steps: 36612000
Total steps: 36614400
Total steps: 36616800
Total steps: 36619200
Total steps: 36621600
Total steps: 36624000
Total steps: 36626400
Total steps: 36628800
Total steps: 36631200
Total steps: 36633600
Total steps: 36636000
Total steps: 36638400
Total steps: 36640800
Total steps: 36643200
Total steps: 36645600
Total steps: 36648000
Total steps: 36650400
Total steps: 36652800
Total steps: 36655200
Total steps: 36657600
Total steps: 36660000
Total steps: 36662400
Total steps: 36664800
Total steps: 36667200
Total steps: 36669600
Total steps: 36672000
Total steps: 36674400
Total steps: 36676800
Total steps: 36679200
Total steps: 36681600
Total steps: 36684000
Total steps: 36686400
Total steps: 36688800
Total steps: 36691200
Total steps: 36693600
Total steps: 36696000
Total steps: 36698400
Total steps: 36700800
Total steps: 36703200
Total steps: 36705600
Total steps: 36708000
Total steps: 36710400
Total steps: 36712800
Total steps: 36715200
Total steps: 36717600
Total steps: 36720000
Total steps: 36722400
Total steps: 36724800
Total steps: 36727200
Total steps: 36729600
Total steps: 36732000
Total steps: 36734400
Total steps: 36736800
Total steps: 36739200
Total steps: 36741600
Total steps: 36744000
Total steps: 36746400
Total steps: 36748800
Total steps: 36751200
Total steps: 36753600
Total steps: 36756000
Total steps: 36758400
Total steps: 36760800
Total steps: 36763200
Total steps: 36765600
Total steps: 36768000
Total steps: 36770400
Total steps: 36772800
Total steps: 36775200
Total steps: 36777600
Total steps: 36780000
Total steps: 36782400
Total steps: 36784800
Total steps: 36787200
Total steps: 36789600
Total steps: 36792000
Total steps: 36794400
Total steps: 36796800
Total steps: 36799200
Total steps: 36801600
Total steps: 36804000
Total steps: 36806400
Total steps: 36808800
Total steps: 36811200
Total steps: 36813600
Total steps: 36816000
Total steps: 36818400
Total steps: 36820800
Total steps: 36823200
Total steps: 36825600
Total steps: 36828000
Total steps: 36830400
Total steps: 36832800
Total steps: 36835200
Total steps: 36837600
Total steps: 36840000
Total steps: 36842400
Total steps: 36844800
Total steps: 36847200
Total steps: 36849600
Total steps: 36852000
Total steps: 36854400
Total steps: 36856800
Total steps: 36859200
Total steps: 36861600
Total steps: 36864000
Total steps: 36866400
Total steps: 36868800
Total steps: 36871200
Total steps: 36873600
Total steps: 36876000
Total steps: 36878400
Total steps: 36880800
Total steps: 36883200
Total steps: 36885600
Total steps: 36888000
Total steps: 36890400
Total steps: 36892800
Total steps: 36895200
Total steps: 36897600
Total steps: 36900000
Total steps: 36902400
Total steps: 36904800
Total steps: 36907200
Total steps: 36909600
Total steps: 36912000
Total steps: 36914400
Total steps: 36916800
Total steps: 36919200
Total steps: 36921600
Total steps: 36924000
Total steps: 36926400
Total steps: 36928800
Total steps: 36931200
Total steps: 36933600
Total steps: 36936000
Total steps: 36938400
Total steps: 36940800
Total steps: 36943200
Total steps: 36945600
Total steps: 36948000
Total steps: 36950400
Total steps: 36952800
Total steps: 36955200
Total steps: 36957600
Total steps: 36960000
Total steps: 36962400
Total steps: 36964800
Total steps: 36967200
Total steps: 36969600
Total steps: 36972000
Total steps: 36974400
Total steps: 36976800
Total steps: 36979200
Total steps: 36981600
Total steps: 36984000
Total steps: 36986400
Total steps: 36988800
Total steps: 36991200
Total steps: 36993600
Total steps: 36996000
Total steps: 36998400
Total steps: 37000800
Total steps: 37003200
Total steps: 37005600
Total steps: 37008000
Total steps: 37010400
Total steps: 37012800
Total steps: 37015200
Total steps: 37017600
Total steps: 37020000
Total steps: 37022400
Total steps: 37024800
Total steps: 37027200
Total steps: 37029600
Total steps: 37032000
Total steps: 37034400
Total steps: 37036800
Total steps: 37039200
Total steps: 37041600
Total steps: 37044000
Total steps: 37046400
Total steps: 37048800
Total steps: 37051200
Total steps: 37053600
Total steps: 37056000
Total steps: 37058400
Total steps: 37060800
Total steps: 37063200
Total steps: 37065600
Total steps: 37068000
Total steps: 37070400
Total steps: 37072800
Total steps: 37075200
Total steps: 37077600
Total steps: 37080000
Total steps: 37082400
Total steps: 37084800
Total steps: 37087200
Total steps: 37089600
Total steps: 37092000
Total steps: 37094400
Total steps: 37096800
Total steps: 37099200
Total steps: 37101600
Total steps: 37104000
Total steps: 37106400
Total steps: 37108800
Total steps: 37111200
Total steps: 37113600
Total steps: 37116000
Total steps: 37118400
Total steps: 37120800
Total steps: 37123200
Total steps: 37125600
Total steps: 37128000
Total steps: 37130400
Total steps: 37132800
Total steps: 37135200
Total steps: 37137600
Total steps: 37140000
Total steps: 37142400
Total steps: 37144800
Total steps: 37147200
Total steps: 37149600
Total steps: 37152000
Total steps: 37154400
Total steps: 37156800
Total steps: 37159200
Total steps: 37161600
Total steps: 37164000
Total steps: 37166400
Total steps: 37168800
Total steps: 37171200
Total steps: 37173600
Total steps: 37176000
Total steps: 37178400
Total steps: 37180800
Total steps: 37183200
Total steps: 37185600
Total steps: 37188000
Total steps: 37190400
Total steps: 37192800
Total steps: 37195200
Total steps: 37197600
Total steps: 37200000
Total steps: 37202400
Total steps: 37204800
Total steps: 37207200
Total steps: 37209600
Total steps: 37212000
Total steps: 37214400
Total steps: 37216800
Total steps: 37219200
Total steps: 37221600
Total steps: 37224000
Total steps: 37226400
Total steps: 37228800
Total steps: 37231200
Total steps: 37233600
Total steps: 37236000
Total steps: 37238400
Total steps: 37240800
Total steps: 37243200
Total steps: 37245600
Total steps: 37248000
Total steps: 37250400
Total steps: 37252800
Total steps: 37255200
Total steps: 37257600
Total steps: 37260000
Total steps: 37262400
Total steps: 37264800
Total steps: 37267200
Total steps: 37269600
Total steps: 37272000
Total steps: 37274400
Total steps: 37276800
Total steps: 37279200
Total steps: 37281600
Total steps: 37284000
Total steps: 37286400
Total steps: 37288800
Total steps: 37291200
Total steps: 37293600
Total steps: 37296000
Total steps: 37298400
Total steps: 37300800
Total steps: 37303200
Total steps: 37305600
Total steps: 37308000
Total steps: 37310400
Total steps: 37312800
Total steps: 37315200
Total steps: 37317600
Total steps: 37320000
Total steps: 37322400
Total steps: 37324800
Total steps: 37327200
Total steps: 37329600
Total steps: 37332000
Total steps: 37334400
Total steps: 37336800
Total steps: 37339200
Total steps: 37341600
Total steps: 37344000
Total steps: 37346400
Total steps: 37348800
Total steps: 37351200
Total steps: 37353600
Total steps: 37356000
Total steps: 37358400
Total steps: 37360800
Total steps: 37363200
Total steps: 37365600
Total steps: 37368000
Total steps: 37370400
Total steps: 37372800
Total steps: 37375200
Total steps: 37377600
Total steps: 37380000
Total steps: 37382400
